datetime,choke,psig,apsig,oil,gas,water,liquid
1/6/2021 07:30:00,42,985,325,807.648,7.524,17.664,825.3
1/6/2021 07:45:00,42,984,325,807.648,7.524,17.664,825.3
1/6/2021 08:00:00,42,982,328,815.568,7.56,17.856,833.4
1/6/2021 08:15:00,42,985,330,815.568,7.569,17.856,833.4
1/6/2021 08:30:00,42,984,326,824.328,7.522,18.048,842.4
1/6/2021 08:45:00,42,986,327,824.328,7.534,18.048,842.4
1/6/2021 09:00:00,42,988,329,815.568,7.557,17.856,833.4
1/6/2021 09:15:00,42,985,328,815.904,7.545,27.072,843
1/6/2021 09:30:00,42,987,330,815.568,7.569,17.856,833.4
1/6/2021 09:45:00,42,985,326,806.784,7.522,17.664,824.4
1/6/2021 10:00:00,42,987,327,807.24,7.534,26.784,834
1/6/2021 10:15:00,42,990,329,815.568,7.557,17.856,833.4
1/6/2021 10:30:00,42,986,326,806.784,7.522,17.664,824.4
1/6/2021 10:45:00,42,985,328,824.328,7.545,18.048,842.4
1/6/2021 11:00:00,42,988,327,817.992,7.534,17.856,835.8
1/6/2021 11:15:00,42,990,328,809.208,7.545,17.664,826.9
1/6/2021 11:30:00,42,986,326,810.048,7.522,17.664,827.7
1/6/2021 11:45:00,42,985,325,827.664,7.51,18.048,845.7
1/6/2021 12:00:00,42,988,328,817.992,7.545,17.856,835.8
1/6/2021 12:15:00,42,990,329,817.992,7.557,17.856,835.8
1/6/2021 12:30:00,42,985,327,809.208,7.534,17.664,826.9
1/6/2021 12:45:00,42,984,325,818.856,7.51,17.856,836.7
1/6/2021 13:00:00,42,987,328,809.208,7.545,17.664,826.9
1/6/2021 13:15:00,42,988,328,817.992,7.545,17.856,835.8
1/6/2021 13:30:00,42,992,326,810.048,7.522,17.664,827.7
1/6/2021 13:45:00,42,987,325,818.856,7.51,17.856,836.7
1/6/2021 14:00:00,42,990,328,826.776,7.545,18.048,844.8
1/6/2021 14:15:00,42,995,330,826.776,7.569,18.048,844.8
1/6/2021 14:30:00,42,993,325,801.24,7.51,17.472,818.7
1/6/2021 14:45:00,42,995,328,817.992,7.545,17.856,835.8
1/6/2021 15:00:00,42,996,327,809.208,7.534,17.664,826.9
1/6/2021 15:15:00,42,995,326,801.24,7.536,17.472,818.7
1/6/2021 15:30:00,42,991,327,809.208,7.548,17.664,826.9
1/6/2021 15:45:00,42,994,325,810.048,7.524,17.664,827.7
1/6/2021 16:00:00,42,992,327,817.992,7.548,17.856,835.8
1/6/2021 16:15:00,42,995,328,800.4,7.56,17.472,817.9
1/6/2021 16:30:00,42,994,325,810.048,7.524,17.664,827.7
1/6/2021 16:45:00,42,992,327,809.208,7.548,17.664,826.9
1/6/2021 17:00:00,42,994,325,818.856,7.524,17.856,836.7
1/6/2021 17:15:00,42,998,329,800.4,7.572,17.472,817.9
1/6/2021 17:30:00,42,994,327,800.4,7.548,17.472,817.9
1/6/2021 17:45:00,42,991,325,810.048,7.524,17.664,827.7
1/6/2021 18:00:00,42,995,328,817.992,7.56,17.856,835.8
1/6/2021 18:15:00,42,992,328,800.4,7.56,17.472,817.9
1/6/2021 18:30:00,42,992,328,791.616,7.599,17.28,808.9
1/6/2021 18:45:00,42,990,330,809.208,7.623,17.664,826.9
1/6/2021 19:00:00,42,990,330,800.4,7.623,17.472,817.9
1/6/2021 19:15:00,42,990,330,791.616,7.623,17.28,808.9
1/6/2021 19:30:00,42,990,330,809.208,7.623,17.664,826.9
1/6/2021 19:45:00,42,988,330,826.776,7.623,18.048,844.8
1/6/2021 20:00:00,42,988,330,809.208,7.623,17.664,826.9
1/6/2021 20:15:00,42,988,330,809.208,7.623,17.664,826.9
1/6/2021 20:30:00,42,988,330,809.208,7.623,17.664,826.9
1/6/2021 20:45:00,42,990,330,817.992,7.583,17.856,835.8
1/6/2021 21:00:00,42,990,330,800.4,7.583,17.472,817.9
1/6/2021 21:15:00,42,990,330,809.208,7.583,17.664,826.9
1/6/2021 21:30:00,42,992,330,800.4,7.583,17.472,817.9
1/6/2021 21:45:00,42,992,330,817.992,7.544,17.856,835.8
1/6/2021 22:00:00,42,992,330,809.208,7.544,17.664,826.9
1/6/2021 22:15:00,42,990,330,800.4,7.544,17.472,817.9
1/6/2021 22:30:00,42,990,330,817.992,7.544,17.856,835.8
1/6/2021 22:45:00,42,988,330,800.4,7.544,17.472,817.9
1/6/2021 23:00:00,42,988,330,800.4,7.544,17.472,817.9
1/6/2021 23:15:00,42,986,330,817.992,7.583,17.856,835.8
1/6/2021 23:30:00,42,986,330,800.4,7.583,17.472,817.9
1/6/2021 23:45:00,42,985,327,809.208,7.548,17.664,826.9
1/6/2021 00:00:00,42,985,327,809.208,7.548,17.664,826.9
2/6/2021 00:15:00,42,985,327,815.544,7.548,17.856,833.4
2/6/2021 00:30:00,42,988,327,806.784,7.548,17.664,824.4
2/6/2021 00:45:00,42,983,327,824.328,7.548,18.048,842.4
2/6/2021 01:00:00,42,990,327,798.024,7.548,17.472,815.5
2/6/2021 01:15:00,42,990,327,815.568,7.548,17.856,833.4
2/6/2021 01:30:00,42,988,327,824.328,7.548,18.048,842.4
2/6/2021 01:45:00,42,988,327,806.784,7.587,17.664,824.4
2/6/2021 02:00:00,42,986,327,815.568,7.587,17.856,833.4
2/6/2021 02:15:00,42,986,327,815.568,7.587,17.856,833.4
2/6/2021 02:30:00,42,986,328,806.784,7.599,17.664,824.4
2/6/2021 02:45:00,42,986,328,806.784,7.599,17.664,824.4
2/6/2021 03:00:00,42,986,328,815.568,7.599,17.856,833.4
2/6/2021 03:15:00,42,986,328,789.24,7.599,17.28,806.5
2/6/2021 03:30:00,42,988,328,798.024,7.599,17.472,815.5
2/6/2021 03:45:00,42,988,328,798.024,7.56,17.472,815.5
2/6/2021 04:00:00,42,988,328,789.24,7.56,17.28,806.5
2/6/2021 04:15:00,42,988,328,798.024,7.56,17.472,815.5
2/6/2021 04:30:00,42,988,328,798.024,7.56,17.472,815.5
2/6/2021 04:45:00,42,986,328,789.24,7.599,17.28,806.5
2/6/2021 05:00:00,42,986,328,789.24,7.599,17.28,806.5
2/6/2021 05:15:00,42,985,330,806.784,7.637,17.664,824.4
2/6/2021 05:30:00,42,985,330,815.568,7.637,17.856,833.4
2/6/2021 05:45:00,42,984,330,798.024,7.637,17.472,815.5
2/6/2021 06:00:00,42,984,330,806.784,7.637,17.664,824.4
2/6/2021 06:15:00,42,988,330,815.568,7.637,17.856,833.4
2/6/2021 06:30:00,42,986,333,805.944,7.673,17.664,823.6
2/6/2021 06:45:00,42,984,330,798.024,7.637,17.472,815.5
2/6/2021 07:00:00,42,987,332,824.328,7.661,18.048,842.4
2/6/2021 07:15:00,42,986,330,806.784,7.637,17.664,824.4
2/6/2021 07:30:00,42,984,328,824.328,7.613,18.048,842.4
2/6/2021 07:45:00,42,988,326,815.568,7.59,17.856,833.4
2/6/2021 08:00:00,42,986,328,806.784,7.613,17.664,824.4
2/6/2021 08:15:00,42,988,329,817.992,7.611,17.856,835.8
2/6/2021 08:30:00,42,986,326,827.664,7.575,18.048,845.7
2/6/2021 08:45:00,42,984,325,818.856,7.563,17.856,836.7
2/6/2021 09:00:00,42,985,328,809.208,7.599,17.664,826.9
2/6/2021 09:15:00,42,986,325,792.432,7.563,17.28,809.7
2/6/2021 09:30:00,42,990,330,791.616,7.623,17.28,808.9
2/6/2021 09:45:00,42,992,326,801.24,7.575,17.472,818.7
2/6/2021 10:00:00,42,988,327,791.616,7.587,17.28,808.9
2/6/2021 10:15:00,42,994,327,800.4,7.587,17.472,817.9
2/6/2021 10:30:00,42,990,325,810.048,7.563,17.664,827.7
2/6/2021 10:45:00,42,992,327,800.4,7.587,17.472,817.9
2/6/2021 11:00:00,42,993,328,800.4,7.599,17.472,817.9
2/6/2021 11:15:00,42,994,328,800.4,7.599,17.472,817.9
2/6/2021 11:30:00,42,992,326,792.432,7.575,17.28,809.7
2/6/2021 11:45:00,42,993,328,800.4,7.599,17.472,817.9
2/6/2021 12:00:00,42,992,326,801.24,7.575,17.472,818.7
2/6/2021 12:15:00,42,992,328,791.616,7.599,17.28,808.9
2/6/2021 12:30:00,42,987,325,801.24,7.563,17.472,818.7
2/6/2021 12:45:00,42,985,326,792.432,7.575,17.28,809.7
2/6/2021 13:00:00,42,988,327,800.4,7.587,17.472,817.9
2/6/2021 13:15:00,42,990,328,809.208,7.599,17.664,826.9
2/6/2021 13:30:00,42,992,329,800.4,7.611,17.472,817.9
2/6/2021 13:45:00,42,991,328,800.4,7.599,17.472,817.9
2/6/2021 14:00:00,42,990,326,801.24,7.575,17.472,818.7
2/6/2021 14:15:00,42,994,328,800.4,7.599,17.472,817.9
2/6/2021 14:30:00,42,992,326,792.432,7.575,17.28,809.7
2/6/2021 14:45:00,42,989,325,792.432,7.563,17.28,809.7
2/6/2021 15:00:00,42,989,326,801.24,7.575,17.472,818.7
2/6/2021 15:15:00,42,990,328,791.616,7.599,17.28,808.9
2/6/2021 15:30:00,42,985,327,791.616,7.587,17.28,808.9
2/6/2021 15:45:00,42,986,325,801.24,7.563,17.472,818.7
2/6/2021 16:00:00,42,988,327,800.4,7.587,17.472,817.9
2/6/2021 16:15:00,42,990,326,801.24,7.59,17.472,818.7
2/6/2021 16:30:00,42,985,324,792.432,7.566,17.28,809.7
2/6/2021 16:45:00,42,987,325,810.048,7.578,17.664,827.7
2/6/2021 17:00:00,42,988,325,801.24,7.578,17.472,818.7
2/6/2021 17:15:00,42,987,327,800.4,7.602,17.472,817.9
2/6/2021 17:30:00,42,982,324,810.048,7.566,17.664,827.7
2/6/2021 17:45:00,42,985,324,792.432,7.566,17.28,809.7
2/6/2021 18:00:00,42,988,326,810.048,7.59,17.664,827.7
2/6/2021 18:15:00,42,988,326,792.432,7.59,17.28,809.7
2/6/2021 18:30:00,42,986,326,801.24,7.59,17.472,818.7
2/6/2021 18:45:00,42,986,326,792.432,7.59,17.28,809.7
2/6/2021 19:00:00,42,986,326,792.432,7.59,17.28,809.7
2/6/2021 19:15:00,42,986,326,792.432,7.59,17.28,809.7
2/6/2021 19:30:00,42,986,326,801.24,7.59,17.472,818.7
2/6/2021 19:45:00,42,985,326,792.432,7.59,17.28,809.7
2/6/2021 20:00:00,42,985,326,801.24,7.59,17.472,818.7
2/6/2021 20:15:00,42,985,326,801.24,7.59,17.472,818.7
2/6/2021 20:30:00,42,985,327,791.616,7.602,17.28,808.9
2/6/2021 20:45:00,42,986,327,791.616,7.563,17.28,808.9
2/6/2021 21:00:00,42,986,327,800.4,7.563,17.472,817.9
2/6/2021 21:15:00,42,988,327,800.4,7.563,17.472,817.9
2/6/2021 21:30:00,42,988,327,800.4,7.563,17.472,817.9
2/6/2021 21:45:00,42,988,327,791.616,7.563,17.28,808.9
2/6/2021 22:00:00,42,988,327,809.208,7.563,17.664,826.9
2/6/2021 22:15:00,42,988,327,791.616,7.563,17.28,808.9
2/6/2021 22:30:00,42,988,327,782.808,7.563,17.088,799.9
2/6/2021 22:45:00,42,986,327,800.4,7.582,17.472,817.9
2/6/2021 23:00:00,42,986,327,791.616,7.582,17.28,808.9
2/6/2021 23:15:00,42,986,326,810.048,7.575,17.664,827.7
2/6/2021 23:30:00,42,986,326,818.856,7.575,17.856,836.7
2/6/2021 23:45:00,42,986,325,801.24,7.602,17.472,818.7
2/6/2021 00:00:00,42,986,325,810.048,7.602,17.664,827.7
3/6/2021 00:15:00,42,986,325,789.24,7.602,17.28,806.5
3/6/2021 00:30:00,42,986,325,790.08,7.602,17.28,807.4
3/6/2021 00:45:00,42,988,326,798.024,7.575,17.472,815.5
3/6/2021 01:00:00,42,988,326,789.24,7.575,17.28,806.5
3/6/2021 01:15:00,42,988,326,789.24,7.575,17.28,806.5
3/6/2021 01:30:00,42,986,326,798.024,7.575,17.472,815.5
3/6/2021 01:45:00,42,986,325,790.08,7.582,17.28,807.4
3/6/2021 02:00:00,42,985,325,790.08,7.582,17.28,807.4
3/6/2021 02:15:00,42,985,326,789.24,7.594,17.28,806.5
3/6/2021 02:30:00,42,985,326,798.024,7.594,17.472,815.5
3/6/2021 02:45:00,42,986,326,789.24,7.575,17.28,806.5
3/6/2021 03:00:00,42,986,326,780.48,7.575,17.088,797.6
3/6/2021 03:15:00,42,986,326,780.48,7.575,17.088,797.6
3/6/2021 03:30:00,42,986,326,789.24,7.575,17.28,806.5
3/6/2021 03:45:00,42,988,325,798.864,7.524,17.472,816.3
3/6/2021 04:00:00,42,988,325,790.08,7.524,17.28,807.4
3/6/2021 04:15:00,42,985,325,781.296,7.524,17.088,798.4
3/6/2021 04:30:00,42,985,325,790.08,7.524,17.28,807.4
3/6/2021 04:45:00,42,984,325,798.864,7.524,17.472,816.3
3/6/2021 05:00:00,42,984,325,781.296,7.524,17.088,798.4
3/6/2021 05:15:00,42,982,328,789.24,7.599,17.28,806.5
3/6/2021 05:30:00,42,982,328,780.48,7.599,17.088,797.6
3/6/2021 05:45:00,42,982,328,798.024,7.599,17.472,815.5
3/6/2021 06:00:00,42,982,328,780.48,7.599,17.088,797.6
3/6/2021 06:15:00,42,984,325,807.648,7.563,17.664,825.3
3/6/2021 06:30:00,42,985,328,806.784,7.599,17.664,824.4
3/6/2021 06:45:00,42,982,325,816.408,7.563,17.856,834.3
3/6/2021 07:00:00,42,985,328,806.784,7.599,17.664,824.4
3/6/2021 07:15:00,42,988,328,789.24,7.599,17.28,806.5
3/6/2021 07:30:00,42,984,325,781.296,7.563,17.088,798.4
3/6/2021 07:45:00,42,986,326,780.48,7.575,17.088,797.6
3/6/2021 08:00:00,42,985,325,790.08,7.563,17.28,807.4
3/6/2021 08:15:00,42,988,325,792.432,7.563,17.28,809.7
3/6/2021 08:30:00,42,985,325,783.648,7.563,17.088,800.7
3/6/2021 08:45:00,42,986,328,791.616,7.599,17.28,808.9
3/6/2021 09:00:00,42,988,328,800.4,7.599,17.472,817.9
3/6/2021 09:15:00,42,985,328,782.808,7.599,17.088,799.9
3/6/2021 09:30:00,42,983,325,792.432,7.563,17.28,809.7
3/6/2021 09:45:00,42,985,328,774.024,7.599,16.896,790.9
3/6/2021 10:00:00,42,986,325,783.648,7.563,17.088,800.7
3/6/2021 10:15:00,42,990,329,791.616,7.611,17.28,808.9
3/6/2021 10:30:00,42,985,325,783.648,7.563,17.088,800.7
3/6/2021 10:45:00,42,986,328,782.808,7.599,17.088,799.9
3/6/2021 11:00:00,42,988,325,792.432,7.563,17.28,809.7
3/6/2021 11:15:00,42,986,326,792.432,7.56,17.28,809.7
3/6/2021 11:30:00,42,988,325,783.648,7.549,17.088,800.7
3/6/2021 11:45:00,42,985,325,792.432,7.549,17.28,809.7
3/6/2021 12:00:00,42,988,328,800.4,7.584,17.472,817.9
3/6/2021 12:15:00,42,993,327,782.808,7.572,17.088,799.9
3/6/2021 12:30:00,42,990,325,792.432,7.549,17.28,809.7
3/6/2021 12:45:00,42,987,328,774.024,7.584,16.896,790.9
3/6/2021 13:00:00,42,990,327,782.808,7.572,17.088,799.9
3/6/2021 13:15:00,42,990,330,800.4,7.623,17.472,817.9
3/6/2021 13:30:00,42,985,325,783.648,7.563,17.088,800.7
3/6/2021 13:45:00,42,987,326,783.648,7.575,17.088,800.7
3/6/2021 14:00:00,42,986,328,791.616,7.599,17.28,808.9
3/6/2021 14:15:00,42,984,325,783.648,7.563,17.088,800.7
3/6/2021 14:30:00,42,982,326,792.432,7.575,17.28,809.7
3/6/2021 14:45:00,42,985,325,792.432,7.563,17.28,809.7
3/6/2021 15:00:00,42,988,327,782.808,7.587,17.088,799.9
3/6/2021 15:15:00,42,990,328,791.616,7.599,17.28,808.9
3/6/2021 15:30:00,42,985,325,783.648,7.563,17.088,800.7
3/6/2021 15:45:00,42,988,326,783.648,7.575,17.088,800.7
3/6/2021 16:00:00,42,990,326,792.432,7.575,17.28,809.7
3/6/2021 16:15:00,42,988,330,774.024,7.623,16.896,790.9
3/6/2021 16:30:00,42,985,325,783.648,7.563,17.088,800.7
3/6/2021 16:45:00,42,984,328,791.616,7.599,17.28,808.9
3/6/2021 17:00:00,42,987,326,783.648,7.575,17.088,800.7
3/6/2021 17:15:00,42,989,327,791.616,7.587,17.28,808.9
3/6/2021 17:30:00,42,990,325,783.648,7.563,17.088,800.7
3/6/2021 17:45:00,42,986,325,801.24,7.563,17.472,818.7
3/6/2021 18:00:00,42,987,328,791.616,7.599,17.28,808.9
3/6/2021 18:15:00,42,986,328,774.024,7.599,16.896,790.9
3/6/2021 18:30:00,42,985,328,774.024,7.56,16.896,790.9
3/6/2021 18:45:00,42,985,325,783.648,7.524,17.088,800.7
3/6/2021 19:00:00,42,985,325,783.648,7.524,17.088,800.7
3/6/2021 19:15:00,42,985,325,783.648,7.563,17.088,800.7
3/6/2021 19:30:00,42,985,325,792.432,7.563,17.28,809.7
3/6/2021 19:45:00,42,984,324,783.648,7.604,17.088,800.7
3/6/2021 20:00:00,42,984,324,783.648,7.604,17.088,800.7
3/6/2021 20:15:00,42,985,324,774.84,7.604,16.896,791.7
3/6/2021 20:30:00,42,990,325,810.048,7.616,17.664,827.7
3/6/2021 20:45:00,42,984,324,766.032,7.604,16.704,782.7
3/6/2021 21:00:00,42,987,324,810.048,7.604,17.664,827.7
3/6/2021 21:15:00,42,987,324,792.432,7.604,17.28,809.7
3/6/2021 21:30:00,42,988,324,774.84,7.604,16.896,791.7
3/6/2021 21:45:00,42,988,325,783.648,7.578,17.088,800.7
3/6/2021 22:00:00,42,986,325,774.84,7.578,16.896,791.7
3/6/2021 22:15:00,42,986,323,792.432,7.554,17.28,809.7
3/6/2021 22:30:00,42,986,325,774.84,7.578,16.896,791.7
3/6/2021 22:45:00,42,988,324,783.648,7.585,17.088,800.7
3/6/2021 23:00:00,42,988,324,783.648,7.585,17.088,800.7
3/6/2021 23:15:00,42,986,322,774.84,7.561,16.896,791.7
3/6/2021 23:30:00,42,986,322,792.432,7.58,17.28,809.7
3/6/2021 23:45:00,42,985,322,783.648,7.58,17.088,800.7
3/6/2021 00:00:00,42,985,322,783.648,7.599,17.088,800.7
4/6/2021 00:15:00,42,985,322,772.512,7.599,16.896,789.4
4/6/2021 00:30:00,42,985,324,781.296,7.624,17.088,798.4
4/6/2021 00:45:00,42,986,324,790.08,7.585,17.28,807.4
4/6/2021 01:00:00,42,986,324,772.536,7.585,16.896,789.4
4/6/2021 01:15:00,42,986,324,781.296,7.585,17.088,798.4
4/6/2021 01:30:00,42,985,324,763.752,7.585,16.704,780.5
4/6/2021 01:45:00,42,985,322,772.536,7.58,16.896,789.4
4/6/2021 02:00:00,42,984,322,772.536,7.58,16.896,789.4
4/6/2021 02:15:00,42,984,322,763.752,7.58,16.704,780.5
4/6/2021 02:30:00,42,984,322,781.296,7.58,17.088,798.4
4/6/2021 02:45:00,42,986,324,772.536,7.585,16.896,789.4
4/6/2021 03:00:00,42,986,324,772.536,7.585,16.896,789.4
4/6/2021 03:15:00,42,986,324,763.752,7.585,16.704,780.5
4/6/2021 03:30:00,42,988,324,763.752,7.585,16.704,780.5
4/6/2021 03:45:00,42,988,322,772.536,7.58,16.896,789.4
4/6/2021 04:00:00,42,988,322,772.536,7.58,16.896,789.4
4/6/2021 04:15:00,42,986,324,772.536,7.604,16.896,789.4
4/6/2021 04:30:00,42,986,324,763.752,7.604,16.704,780.5
4/6/2021 04:45:00,42,985,326,789.24,7.652,17.28,806.5
4/6/2021 05:00:00,42,985,326,780.48,7.652,17.088,797.6
4/6/2021 05:15:00,42,985,326,771.72,7.652,16.896,788.6
4/6/2021 05:30:00,42,984,326,780.48,7.652,17.088,797.6
4/6/2021 05:45:00,42,984,328,762.936,7.638,16.704,779.6
4/6/2021 06:00:00,42,982,328,771.72,7.638,16.896,788.6
4/6/2021 06:15:00,42,986,329,780.48,7.649,17.088,797.6
4/6/2021 06:30:00,42,984,325,781.296,7.602,17.088,798.4
4/6/2021 06:45:00,42,984,324,790.08,7.59,17.28,807.4
4/6/2021 07:00:00,42,986,327,789.24,7.626,17.28,806.5
4/6/2021 07:15:00,42,988,325,772.536,7.602,16.896,789.4
4/6/2021 07:30:00,42,987,328,780.48,7.638,17.088,797.6
4/6/2021 07:45:00,42,984,326,780.48,7.614,17.088,797.6
4/6/2021 08:00:00,42,986,328,771.72,7.638,16.896,788.6
4/6/2021 08:15:00,42,984,325,766.032,7.602,16.704,782.7
4/6/2021 08:30:00,42,986,328,765.216,7.638,16.704,781.9
4/6/2021 08:45:00,42,988,326,757.224,7.614,16.512,773.7
4/6/2021 09:00:00,42,987,328,765.216,7.638,16.704,781.9
